arxiv_id,title,authors,abstract,published,pdf_url,categories
1905.11833v4,"Interpreting and improving natural-language processing (in machines)
  with natural language-processing (in the brain)","['Mariya Toneva', 'Leila Wehbe']","Neural networks models for NLP are typically implemented without the explicit
encoding of language rules and yet they are able to break one performance
record after another. This has generated a lot of research interest in
interpreting the representations learned by these networks. We propose here a
novel interpretation approach that relies on the only processing system we have
that does understand language: the human brain. We use brain imaging recordings
of subjects reading complex natural text to interpret word and sequence
embeddings from 4 recent NLP models - ELMo, USE, BERT and Transformer-XL. We
study how their representations differ across layer depth, context length, and
attention type. Our results reveal differences in the context-related
representations across these models. Further, in the transformer models, we
find an interaction between layer depth and context length, and between layer
depth and attention type. We finally hypothesize that altering BERT to better
align with brain recordings would enable it to also better understand language.
Probing the altered BERT using syntactic NLP tasks reveals that the model with
increased brain-alignment outperforms the original model. Cognitive
neuroscientists have already begun using NLP networks to study the brain, and
this work closes the loop to allow the interaction between NLP and cognitive
neuroscience to be a true cross-pollination.",2019-05-28T14:13:09Z,http://arxiv.org/pdf/1905.11833v4,"['cs.CL', 'cs.AI', 'cs.LG', 'q-bio.NC']"
2205.01500v2,Meta Learning for Natural Language Processing: A Survey,"['Hung-yi Lee', 'Shang-Wen Li', 'Ngoc Thang Vu']","Deep learning has been the mainstream technique in natural language
processing (NLP) area. However, the techniques require many labeled data and
are less generalizable across domains. Meta-learning is an arising field in
machine learning studying approaches to learn better learning algorithms.
Approaches aim at improving algorithms in various aspects, including data
efficiency and generalizability. Efficacy of approaches has been shown in many
NLP tasks, but there is no systematic survey of these approaches in NLP, which
hinders more researchers from joining the field. Our goal with this survey
paper is to offer researchers pointers to relevant meta-learning works in NLP
and attract more attention from the NLP community to drive future innovation.
This paper first introduces the general concepts of meta-learning and the
common approaches. Then we summarize task construction settings and application
of meta-learning for various NLP problems and review the development of
meta-learning in NLP community.",2022-05-03T13:58:38Z,http://arxiv.org/pdf/2205.01500v2,"['cs.CL', 'cs.AI', 'cs.LG']"
2103.04044v1,Putting Humans in the Natural Language Processing Loop: A Survey,"['Zijie J. Wang', 'Dongjin Choi', 'Shenyu Xu', 'Diyi Yang']","How can we design Natural Language Processing (NLP) systems that learn from
human feedback? There is a growing research body of Human-in-the-loop (HITL)
NLP frameworks that continuously integrate human feedback to improve the model
itself. HITL NLP research is nascent but multifarious -- solving various NLP
problems, collecting diverse feedback from different people, and applying
different methods to learn from collected feedback. We present a survey of HITL
NLP work from both Machine Learning (ML) and Human-Computer Interaction (HCI)
communities that highlights its short yet inspiring history, and thoroughly
summarize recent frameworks focusing on their tasks, goals, human interactions,
and feedback learning methods. Finally, we discuss future directions for
integrating human feedback in the NLP development loop.",2021-03-06T06:26:00Z,http://arxiv.org/pdf/2103.04044v1,"['cs.CL', 'cs.AI', 'cs.HC', 'cs.LG']"
1807.00571v1,The Interplay between Lexical Resources and Natural Language Processing,"['Jose Camacho-Collados', 'Luis Espinosa-Anke', 'Mohammad Taher Pilehvar']","Incorporating linguistic, world and common sense knowledge into AI/NLP
systems is currently an important research area, with several open problems and
challenges. At the same time, processing and storing this knowledge in lexical
resources is not a straightforward task. This tutorial proposes to address
these complementary goals from two methodological perspectives: the use of NLP
methods to help the process of constructing and enriching lexical resources and
the use of lexical resources for improving NLP applications. Two main types of
audience can benefit from this tutorial: those working on language resources
who are interested in becoming acquainted with automatic NLP techniques, with
the end goal of speeding and/or easing up the process of resource curation; and
on the other hand, researchers in NLP who would like to benefit from the
knowledge of lexical resources to improve their systems and models. The slides
of the tutorial are available at https://bitbucket.org/luisespinosa/lr-nlp/",2018-07-02T09:53:50Z,http://arxiv.org/pdf/1807.00571v1,['cs.CL']
1401.0569v2,"Natural Language Processing in Biomedicine: A Unified System
  Architecture Overview","['Son Doan', 'Mike Conway', 'Tu Minh Phuong', 'Lucila Ohno-Machado']","In modern electronic medical records (EMR) much of the clinically important
data - signs and symptoms, symptom severity, disease status, etc. - are not
provided in structured data fields, but rather are encoded in clinician
generated narrative text. Natural language processing (NLP) provides a means of
""unlocking"" this important data source for applications in clinical decision
support, quality assurance, and public health. This chapter provides an
overview of representative NLP systems in biomedicine based on a unified
architectural view. A general architecture in an NLP system consists of two
main components: background knowledge that includes biomedical knowledge
resources and a framework that integrates NLP tools to process text. Systems
differ in both components, which we will review briefly. Additionally,
challenges facing current research efforts in biomedical NLP include the
paucity of large, publicly available annotated corpora, although initiatives
that facilitate data sharing, system evaluation, and collaborative work between
researchers in clinical NLP are starting to emerge.",2014-01-03T00:57:13Z,http://arxiv.org/pdf/1401.0569v2,['cs.CL']
2406.09765v2,Application of Natural Language Processing in Financial Risk Detection,"['Liyang Wang', 'Yu Cheng', 'Ao Xiang', 'Jingyu Zhang', 'Haowei Yang']","This paper explores the application of Natural Language Processing (NLP) in
financial risk detection. By constructing an NLP-based financial risk detection
model, this study aims to identify and predict potential risks in financial
documents and communications. First, the fundamental concepts of NLP and its
theoretical foundation, including text mining methods, NLP model design
principles, and machine learning algorithms, are introduced. Second, the
process of text data preprocessing and feature extraction is described.
Finally, the effectiveness and predictive performance of the model are
validated through empirical research. The results show that the NLP-based
financial risk detection model performs excellently in risk identification and
prediction, providing effective risk management tools for financial
institutions. This study offers valuable references for the field of financial
risk management, utilizing advanced NLP techniques to improve the accuracy and
efficiency of financial risk detection.",2024-06-14T07:06:24Z,http://arxiv.org/pdf/2406.09765v2,"['q-fin.RM', 'cs.CL']"
1702.01923v1,Comparative Study of CNN and RNN for Natural Language Processing,"['Wenpeng Yin', 'Katharina Kann', 'Mo Yu', 'Hinrich Schütze']","Deep neural networks (DNN) have revolutionized the field of natural language
processing (NLP). Convolutional neural network (CNN) and recurrent neural
network (RNN), the two main types of DNN architectures, are widely explored to
handle various NLP tasks. CNN is supposed to be good at extracting
position-invariant features and RNN at modeling units in sequence. The state of
the art on many NLP tasks often switches due to the battle between CNNs and
RNNs. This work is the first systematic comparison of CNN and RNN on a wide
range of representative NLP tasks, aiming to give basic guidance for DNN
selection.",2017-02-07T08:33:35Z,http://arxiv.org/pdf/1702.01923v1,['cs.CL']
2209.06169v1,The Role of Explanatory Value in Natural Language Processing,['Kees van Deemter'],"A key aim of science is explanation, yet the idea of explaining language
phenomena has taken a backseat in mainstream Natural Language Processing (NLP)
and many other areas of Artificial Intelligence. I argue that explanation of
linguistic behaviour should be a main goal of NLP, and that this is not the
same as making NLP models explainable. To illustrate these ideas, some recent
models of human language production are compared with each other. I conclude by
asking what it would mean for NLP research and institutional policies if our
community took explanatory value seriously, while heeding some possible
pitfalls.",2022-09-13T17:19:04Z,http://arxiv.org/pdf/2209.06169v1,['cs.CL']
2410.16498v2,Natural Language Processing for Human Resources: A Survey,"['Naoki Otani', 'Nikita Bhutani', 'Estevam Hruschka']","Advances in Natural Language Processing (NLP) have the potential to transform
HR processes, from recruitment to employee management. While recent
breakthroughs in NLP have generated significant interest in its industrial
applications, a comprehensive overview of how NLP can be applied across HR
activities is still lacking. This paper discovers opportunities for researchers
and practitioners to harness NLP's transformative potential in this domain. We
analyze key fundamental tasks such as information extraction and text
classification, and their roles in downstream applications like recommendation
and language generation, while also discussing ethical concerns. Additionally,
we identify gaps in current research and encourage future work to explore
holistic approaches for achieving broader objectives in this field.",2024-10-21T20:41:00Z,http://arxiv.org/pdf/2410.16498v2,['cs.CL']
2204.04282v1,"Classification of Natural Language Processing Techniques for
  Requirements Engineering","['Liping Zhao', 'Waad Alhoshan', 'Alessio Ferrari', 'Keletso J. Letsholo']","Research in applying natural language processing (NLP) techniques to
requirements engineering (RE) tasks spans more than 40 years, from initial
efforts carried out in the 1980s to more recent attempts with machine learning
(ML) and deep learning (DL) techniques. However, in spite of the progress, our
recent survey shows that there is still a lack of systematic understanding and
organization of commonly used NLP techniques in RE. We believe one hurdle
facing the industry is lack of shared knowledge of NLP techniques and their
usage in RE tasks. In this paper, we present our effort to synthesize and
organize 57 most frequently used NLP techniques in RE. We classify these NLP
techniques in two ways: first, by their NLP tasks in typical pipelines and
second, by their linguist analysis levels. We believe these two ways of
classification are complementary, contributing to a better understanding of the
NLP techniques in RE and such understanding is crucial to the development of
better NLP tools for RE.",2022-04-08T20:28:00Z,http://arxiv.org/pdf/2204.04282v1,"['cs.CL', 'cs.SE', '68-02', 'A.1; D.m; I.7.m']"
2108.04674v2,Natural Language Processing with Commonsense Knowledge: A Survey,"['Yubo Xie', 'Zonghui Liu', 'Zongyang Ma', 'Fanyuan Meng', 'Yan Xiao', 'Fahui Miao', 'Pearl Pu']","Commonsense knowledge is essential for advancing natural language processing
(NLP) by enabling models to engage in human-like reasoning, which requires a
deeper understanding of context and often involves making inferences based on
implicit external knowledge. This paper explores the integration of commonsense
knowledge into various NLP tasks. We begin by reviewing prominent commonsense
knowledge bases and then discuss the benchmarks used to evaluate the
commonsense reasoning capabilities of NLP models, particularly language models.
Furthermore, we highlight key methodologies for incorporating commonsense
knowledge and their applications across different NLP tasks. The paper also
examines the challenges and emerging trends in enhancing NLP systems with
commonsense reasoning. All literature referenced in this survey can be accessed
via our GitHub repository: https://github.com/yuboxie/awesome-commonsense.",2021-08-10T13:25:29Z,http://arxiv.org/pdf/2108.04674v2,['cs.CL']
1906.08976v1,Mitigating Gender Bias in Natural Language Processing: Literature Review,"['Tony Sun', 'Andrew Gaut', 'Shirlyn Tang', 'Yuxin Huang', 'Mai ElSherief', 'Jieyu Zhao', 'Diba Mirza', 'Elizabeth Belding', 'Kai-Wei Chang', 'William Yang Wang']","As Natural Language Processing (NLP) and Machine Learning (ML) tools rise in
popularity, it becomes increasingly vital to recognize the role they play in
shaping societal biases and stereotypes. Although NLP models have shown success
in modeling various applications, they propagate and may even amplify gender
bias found in text corpora. While the study of bias in artificial intelligence
is not new, methods to mitigate gender bias in NLP are relatively nascent. In
this paper, we review contemporary studies on recognizing and mitigating gender
bias in NLP. We discuss gender bias based on four forms of representation bias
and analyze methods recognizing gender bias. Furthermore, we discuss the
advantages and drawbacks of existing gender debiasing methods. Finally, we
discuss future studies for recognizing and mitigating gender bias in NLP.",2019-06-21T06:39:11Z,http://arxiv.org/pdf/1906.08976v1,['cs.CL']
2109.09138v2,Multi-Task Learning in Natural Language Processing: An Overview,"['Shijie Chen', 'Yu Zhang', 'Qiang Yang']","Deep learning approaches have achieved great success in the field of Natural
Language Processing (NLP). However, directly training deep neural models often
suffer from overfitting and data scarcity problems that are pervasive in NLP
tasks. In recent years, Multi-Task Learning (MTL), which can leverage useful
information of related tasks to achieve simultaneous performance improvement on
these tasks, has been used to handle these problems. In this paper, we give an
overview of the use of MTL in NLP tasks. We first review MTL architectures used
in NLP tasks and categorize them into four classes, including parallel
architecture, hierarchical architecture, modular architecture, and generative
adversarial architecture. Then we present optimization techniques on loss
construction, gradient regularization, data sampling, and task scheduling to
properly train a multi-task model. After presenting applications of MTL in a
variety of NLP tasks, we introduce some benchmark datasets. Finally, we make a
conclusion and discuss several possible research directions in this field.",2021-09-19T14:51:51Z,http://arxiv.org/pdf/2109.09138v2,['cs.AI']
2201.00768v1,"Robust Natural Language Processing: Recent Advances, Challenges, and
  Future Directions","['Marwan Omar', 'Soohyeon Choi', 'DaeHun Nyang', 'David Mohaisen']","Recent natural language processing (NLP) techniques have accomplished high
performance on benchmark datasets, primarily due to the significant improvement
in the performance of deep learning. The advances in the research community
have led to great enhancements in state-of-the-art production systems for NLP
tasks, such as virtual assistants, speech recognition, and sentiment analysis.
However, such NLP systems still often fail when tested with adversarial
attacks. The initial lack of robustness exposed troubling gaps in current
models' language understanding capabilities, creating problems when NLP systems
are deployed in real life. In this paper, we present a structured overview of
NLP robustness research by summarizing the literature in a systemic way across
various dimensions. We then take a deep-dive into the various dimensions of
robustness, across techniques, metrics, embeddings, and benchmarks. Finally, we
argue that robustness should be multi-dimensional, provide insights into
current research, identify gaps in the literature to suggest directions worth
pursuing to address these gaps.",2022-01-03T17:17:11Z,http://arxiv.org/pdf/2201.00768v1,"['cs.CL', 'cs.AI', 'cs.CR', 'cs.HC', 'cs.LG']"
2208.08140v1,Differential Privacy in Natural Language Processing: The Story So Far,"['Oleksandra Klymenko', 'Stephen Meisenbacher', 'Florian Matthes']","As the tide of Big Data continues to influence the landscape of Natural
Language Processing (NLP), the utilization of modern NLP methods has grounded
itself in this data, in order to tackle a variety of text-based tasks. These
methods without a doubt can include private or otherwise personally
identifiable information. As such, the question of privacy in NLP has gained
fervor in recent years, coinciding with the development of new
Privacy-Enhancing Technologies (PETs). Among these PETs, Differential Privacy
boasts several desirable qualities in the conversation surrounding data
privacy. Naturally, the question becomes whether Differential Privacy is
applicable in the largely unstructured realm of NLP. This topic has sparked
novel research, which is unified in one basic goal: how can one adapt
Differential Privacy to NLP methods? This paper aims to summarize the
vulnerabilities addressed by Differential Privacy, the current thinking, and
above all, the crucial next steps that must be considered.",2022-08-17T08:15:44Z,http://arxiv.org/pdf/2208.08140v1,['cs.CL']
2309.10880v1,"Classifying Organizations for Food System Ontologies using Natural
  Language Processing","['Tianyu Jiang', 'Sonia Vinogradova', 'Nathan Stringham', 'E. Louise Earl', 'Allan D. Hollander', 'Patrick R. Huber', 'Ellen Riloff', 'R. Sandra Schillo', 'Giorgio A. Ubbiali', 'Matthew Lange']","Our research explores the use of natural language processing (NLP) methods to
automatically classify entities for the purpose of knowledge graph population
and integration with food system ontologies. We have created NLP models that
can automatically classify organizations with respect to categories associated
with environmental issues as well as Standard Industrial Classification (SIC)
codes, which are used by the U.S. government to characterize business
activities. As input, the NLP models are provided with text snippets retrieved
by the Google search engine for each organization, which serves as a textual
description of the organization that is used for learning. Our experimental
results show that NLP models can achieve reasonably good performance for these
two classification tasks, and they rely on a general framework that could be
applied to many other classification problems as well. We believe that NLP
models represent a promising approach for automatically harvesting information
to populate knowledge graphs and aligning the information with existing
ontologies through shared categories and concepts.",2023-09-19T19:07:48Z,http://arxiv.org/pdf/2309.10880v1,"['cs.CL', 'cs.AI', 'cs.CY', 'cs.IR', 'H.3.1; I.2.7; J.3; J.4; K.4.3']"
2106.06090v2,Graph Neural Networks for Natural Language Processing: A Survey,"['Lingfei Wu', 'Yu Chen', 'Kai Shen', 'Xiaojie Guo', 'Hanning Gao', 'Shucheng Li', 'Jian Pei', 'Bo Long']","Deep learning has become the dominant approach in coping with various tasks
in Natural LanguageProcessing (NLP). Although text inputs are typically
represented as a sequence of tokens, there isa rich variety of NLP problems
that can be best expressed with a graph structure. As a result, thereis a surge
of interests in developing new deep learning techniques on graphs for a large
numberof NLP tasks. In this survey, we present a comprehensive overview onGraph
Neural Networks(GNNs) for Natural Language Processing. We propose a new
taxonomy of GNNs for NLP, whichsystematically organizes existing research of
GNNs for NLP along three axes: graph construction,graph representation
learning, and graph based encoder-decoder models. We further introducea large
number of NLP applications that are exploiting the power of GNNs and summarize
thecorresponding benchmark datasets, evaluation metrics, and open-source codes.
Finally, we discussvarious outstanding challenges for making the full use of
GNNs for NLP as well as future researchdirections. To the best of our
knowledge, this is the first comprehensive overview of Graph NeuralNetworks for
Natural Language Processing.",2021-06-10T23:59:26Z,http://arxiv.org/pdf/2106.06090v2,"['cs.CL', 'cs.LG']"
2106.07410v1,Model Explainability in Deep Learning Based Natural Language Processing,"['Shafie Gholizadeh', 'Nengfeng Zhou']","Machine learning (ML) model explainability has received growing attention,
especially in the area related to model risk and regulations. In this paper, we
reviewed and compared some popular ML model explainability methodologies,
especially those related to Natural Language Processing (NLP) models. We then
applied one of the NLP explainability methods Layer-wise Relevance Propagation
(LRP) to a NLP classification model. We used the LRP method to derive a
relevance score for each word in an instance, which is a local explainability.
The relevance scores are then aggregated together to achieve global variable
importance of the model. Through the case study, we also demonstrated how to
apply the local explainability method to false positive and false negative
instances to discover the weakness of a NLP model. These analysis can help us
to understand NLP models better and reduce the risk due to the black-box nature
of NLP models. We also identified some common issues due to the special natures
of NLP models and discussed how explainability analysis can act as a control to
detect these issues after the model has been trained.",2021-06-14T13:23:20Z,http://arxiv.org/pdf/2106.07410v1,"['cs.AI', 'cs.CL']"
2210.06929v1,On the Explainability of Natural Language Processing Deep Models,"['Julia El Zini', 'Mariette Awad']","While there has been a recent explosion of work on ExplainableAI ExAI on deep
models that operate on imagery and tabular data, textual datasets present new
challenges to the ExAI community. Such challenges can be attributed to the lack
of input structure in textual data, the use of word embeddings that add to the
opacity of the models and the difficulty of the visualization of the inner
workings of deep models when they are trained on textual data.
  Lately, methods have been developed to address the aforementioned challenges
and present satisfactory explanations on Natural Language Processing (NLP)
models. However, such methods are yet to be studied in a comprehensive
framework where common challenges are properly stated and rigorous evaluation
practices and metrics are proposed. Motivated to democratize ExAI methods in
the NLP field, we present in this work a survey that studies model-agnostic as
well as model-specific explainability methods on NLP models. Such methods can
either develop inherently interpretable NLP models or operate on pre-trained
models in a post-hoc manner. We make this distinction and we further decompose
the methods into three categories according to what they explain: (1) word
embeddings (input-level), (2) inner workings of NLP models (processing-level)
and (3) models' decisions (output-level). We also detail the different
evaluation approaches interpretability methods in the NLP field. Finally, we
present a case-study on the well-known neural machine translation in an
appendix and we propose promising future research directions for ExAI in the
NLP field.",2022-10-13T11:59:39Z,http://arxiv.org/pdf/2210.06929v1,"['cs.CL', 'cs.HC']"
2401.01262v2,"Fairness Certification for Natural Language Processing and Large
  Language Models","['Vincent Freiberger', 'Erik Buchmann']","Natural Language Processing (NLP) plays an important role in our daily lives,
particularly due to the enormous progress of Large Language Models (LLM).
However, NLP has many fairness-critical use cases, e.g., as an expert system in
recruitment or as an LLM-based tutor in education. Since NLP is based on human
language, potentially harmful biases can diffuse into NLP systems and produce
unfair results, discriminate against minorities or generate legal issues.
Hence, it is important to develop a fairness certification for NLP approaches.
We follow a qualitative research approach towards a fairness certification for
NLP. In particular, we have reviewed a large body of literature on algorithmic
fairness, and we have conducted semi-structured expert interviews with a wide
range of experts from that area. We have systematically devised six fairness
criteria for NLP, which can be further refined into 18 sub-categories. Our
criteria offer a foundation for operationalizing and testing processes to
certify fairness, both from the perspective of the auditor and the audited
organization.",2024-01-02T16:09:36Z,http://arxiv.org/pdf/2401.01262v2,"['cs.CL', 'cs.AI', 'cs.CY', 'cs.LG', '68T50', 'I.2.7']"
1708.02709v8,Recent Trends in Deep Learning Based Natural Language Processing,"['Tom Young', 'Devamanyu Hazarika', 'Soujanya Poria', 'Erik Cambria']","Deep learning methods employ multiple processing layers to learn hierarchical
representations of data and have produced state-of-the-art results in many
domains. Recently, a variety of model designs and methods have blossomed in the
context of natural language processing (NLP). In this paper, we review
significant deep learning related models and methods that have been employed
for numerous NLP tasks and provide a walk-through of their evolution. We also
summarize, compare and contrast the various models and put forward a detailed
understanding of the past, present and future of deep learning in NLP.",2017-08-09T04:02:17Z,http://arxiv.org/pdf/1708.02709v8,['cs.CL']
2209.00099v2,Efficient Methods for Natural Language Processing: A Survey,"['Marcos Treviso', 'Ji-Ung Lee', 'Tianchu Ji', 'Betty van Aken', 'Qingqing Cao', 'Manuel R. Ciosici', 'Michael Hassid', 'Kenneth Heafield', 'Sara Hooker', 'Colin Raffel', 'Pedro H. Martins', 'André F. T. Martins', 'Jessica Zosa Forde', 'Peter Milder', 'Edwin Simpson', 'Noam Slonim', 'Jesse Dodge', 'Emma Strubell', 'Niranjan Balasubramanian', 'Leon Derczynski', 'Iryna Gurevych', 'Roy Schwartz']","Recent work in natural language processing (NLP) has yielded appealing
results from scaling model parameters and training data; however, using only
scale to improve performance means that resource consumption also grows. Such
resources include data, time, storage, or energy, all of which are naturally
limited and unevenly distributed. This motivates research into efficient
methods that require fewer resources to achieve similar results. This survey
synthesizes and relates current methods and findings in efficient NLP. We aim
to provide both guidance for conducting NLP under limited resources, and point
towards promising research directions for developing more efficient methods.",2022-08-31T20:32:35Z,http://arxiv.org/pdf/2209.00099v2,['cs.CL']
2003.08271v4,Pre-trained Models for Natural Language Processing: A Survey,"['Xipeng Qiu', 'Tianxiang Sun', 'Yige Xu', 'Yunfan Shao', 'Ning Dai', 'Xuanjing Huang']","Recently, the emergence of pre-trained models (PTMs) has brought natural
language processing (NLP) to a new era. In this survey, we provide a
comprehensive review of PTMs for NLP. We first briefly introduce language
representation learning and its research progress. Then we systematically
categorize existing PTMs based on a taxonomy with four perspectives. Next, we
describe how to adapt the knowledge of PTMs to the downstream tasks. Finally,
we outline some potential directions of PTMs for future research. This survey
is purposed to be a hands-on guide for understanding, using, and developing
PTMs for various NLP tasks.",2020-03-18T15:22:51Z,http://arxiv.org/pdf/2003.08271v4,"['cs.CL', 'cs.LG']"
2204.09591v1,A Survey on Bias and Fairness in Natural Language Processing,['Rajas Bansal'],"As NLP models become more integrated with the everyday lives of people, it
becomes important to examine the social effect that the usage of these systems
has. While these models understand language and have increased accuracy on
difficult downstream tasks, there is evidence that these models amplify gender,
racial and cultural stereotypes and lead to a vicious cycle in many settings.
In this survey, we analyze the origins of biases, the definitions of fairness,
and how different subfields of NLP mitigate bias. We finally discuss how future
studies can work towards eradicating pernicious biases from NLP algorithms.",2022-03-06T18:12:30Z,http://arxiv.org/pdf/2204.09591v1,"['cs.CL', 'cs.AI']"
2405.01976v1,Conformal Prediction for Natural Language Processing: A Survey,"['Margarida M. Campos', 'António Farinhas', 'Chrysoula Zerva', 'Mário A. T. Figueiredo', 'André F. T. Martins']","The rapid proliferation of large language models and natural language
processing (NLP) applications creates a crucial need for uncertainty
quantification to mitigate risks such as hallucinations and to enhance
decision-making reliability in critical applications. Conformal prediction is
emerging as a theoretically sound and practically useful framework, combining
flexibility with strong statistical guarantees. Its model-agnostic and
distribution-free nature makes it particularly promising to address the current
shortcomings of NLP systems that stem from the absence of uncertainty
quantification. This paper provides a comprehensive survey of conformal
prediction techniques, their guarantees, and existing applications in NLP,
pointing to directions for future research and open challenges.",2024-05-03T10:00:45Z,http://arxiv.org/pdf/2405.01976v1,"['cs.CL', 'cs.LG']"
1311.6063v5,NILE: Fast Natural Language Processing for Electronic Health Records,"['Sheng Yu', 'Tianrun Cai', 'Tianxi Cai']","Objective: Narrative text in Electronic health records (EHR) contain rich
information for medical and data science studies. This paper introduces the
design and performance of Narrative Information Linear Extraction (NILE), a
natural language processing (NLP) package for EHR analysis that we share with
the medical informatics community. Methods: NILE uses a modified prefix-tree
search algorithm for named entity recognition, which can detect prefix and
suffix sharing. The semantic analyses are implemented as rule-based finite
state machines. Analyses include negation, location, modification, family
history, and ignoring. Result: The processing speed of NILE is hundreds to
thousands times faster than existing NLP software for medical text. The
accuracy of presence analysis of NILE is on par with the best performing models
on the 2010 i2b2/VA NLP challenge data. Conclusion: The speed, accuracy, and
being able to operate via API make NILE a valuable addition to the NLP software
for medical informatics and data science.",2013-11-23T22:39:52Z,http://arxiv.org/pdf/1311.6063v5,['cs.CL']
2004.13832v1,Towards an evolutionary-based approach for natural language processing,"['Luca Manzoni', 'Domagoj Jakobovic', 'Luca Mariot', 'Stjepan Picek', 'Mauro Castelli']","Tasks related to Natural Language Processing (NLP) have recently been the
focus of a large research endeavor by the machine learning community. The
increased interest in this area is mainly due to the success of deep learning
methods. Genetic Programming (GP), however, was not under the spotlight with
respect to NLP tasks. Here, we propose a first proof-of-concept that combines
GP with the well established NLP tool word2vec for the next word prediction
task. The main idea is that, once words have been moved into a vector space,
traditional GP operators can successfully work on vectors, thus producing
meaningful words as the output. To assess the suitability of this approach, we
perform an experimental evaluation on a set of existing newspaper headlines.
Individuals resulting from this (pre-)training phase can be employed as the
initial population in other NLP tasks, like sentence generation, which will be
the focus of future investigations, possibly employing adversarial
co-evolutionary approaches.",2020-04-23T18:44:12Z,http://arxiv.org/pdf/2004.13832v1,"['cs.CL', 'cs.AI', 'cs.NE']"
2003.01200v4,Natural Language Processing Advancements By Deep Learning: A Survey,"['Amirsina Torfi', 'Rouzbeh A. Shirvani', 'Yaser Keneshloo', 'Nader Tavaf', 'Edward A. Fox']","Natural Language Processing (NLP) helps empower intelligent machines by
enhancing a better understanding of the human language for linguistic-based
human-computer communication. Recent developments in computational power and
the advent of large amounts of linguistic data have heightened the need and
demand for automating semantic analysis using data-driven approaches. The
utilization of data-driven strategies is pervasive now due to the significant
improvements demonstrated through the usage of deep learning methods in areas
such as Computer Vision, Automatic Speech Recognition, and in particular, NLP.
This survey categorizes and addresses the different aspects and applications of
NLP that have benefited from deep learning. It covers core NLP tasks and
applications and describes how deep learning methods and models advance these
areas. We further analyze and compare different approaches and state-of-the-art
models.",2020-03-02T21:32:05Z,http://arxiv.org/pdf/2003.01200v4,"['cs.CL', 'cs.AI', 'cs.LG']"
2106.10512v1,TweeNLP: A Twitter Exploration Portal for Natural Language Processing,"['Viraj Shah', 'Shruti Singh', 'Mayank Singh']","We present TweeNLP, a one-stop portal that organizes Twitter's natural
language processing (NLP) data and builds a visualization and exploration
platform. It curates 19,395 tweets (as of April 2021) from various NLP
conferences and general NLP discussions. It supports multiple features such as
TweetExplorer to explore tweets by topics, visualize insights from Twitter
activity throughout the organization cycle of conferences, discover popular
research papers and researchers. It also builds a timeline of conference and
workshop submission deadlines. We envision TweeNLP to function as a collective
memory unit for the NLP community by integrating the tweets pertaining to
research papers with the NLPExplorer scientific literature search engine. The
current system is hosted at http://nlpexplorer.org/twitter/CFP .",2021-06-19T15:11:22Z,http://arxiv.org/pdf/2106.10512v1,"['cs.CL', 'cs.SI']"
2111.13827v3,Natural Language Processing in-and-for Design Research,"['L Siddharth', 'Lucienne T. M. Blessing', 'Jianxi Luo']","We review the scholarly contributions that utilise Natural Language
Processing (NLP) techniques to support the design process. Using a heuristic
approach, we gathered 223 articles that are published in 32 journals within the
period 1991-present. We present state-of-the-art NLP in-and-for design research
by reviewing these articles according to the type of natural language text
sources: internal reports, design concepts, discourse transcripts, technical
publications, consumer opinions, and others. Upon summarizing and identifying
the gaps in these contributions, we utilise an existing design innovation
framework to identify the applications that are currently being supported by
NLP. We then propose a few methodological and theoretical directions for future
NLP in-and-for design research.",2021-11-27T06:32:54Z,http://arxiv.org/pdf/2111.13827v3,"['cs.CL', 'cs.AI', 'cs.DL', 'cs.IR']"
2208.06525v1,"Automated Utterance Labeling of Conversations Using Natural Language
  Processing","['Maria Laricheva', 'Chiyu Zhang', 'Yan Liu', 'Guanyu Chen', 'Terence Tracey', 'Richard Young', 'Giuseppe Carenini']","Conversational data is essential in psychology because it can help
researchers understand individuals cognitive processes, emotions, and
behaviors. Utterance labelling is a common strategy for analyzing this type of
data. The development of NLP algorithms allows researchers to automate this
task. However, psychological conversational data present some challenges to NLP
researchers, including multilabel classification, a large number of classes,
and limited available data. This study explored how automated labels generated
by NLP methods are comparable to human labels in the context of conversations
on adulthood transition. We proposed strategies to handle three common
challenges raised in psychological studies. Our findings showed that the deep
learning method with domain adaptation (RoBERTa-CON) outperformed all other
machine learning methods; and the hierarchical labelling system that we
proposed was shown to help researchers strategically analyze conversational
data. Our Python code and NLP model are available at
https://github.com/mlaricheva/automated_labeling.",2022-08-12T23:03:45Z,http://arxiv.org/pdf/2208.06525v1,['cs.CL']
2302.14286v1,"HugNLP: A Unified and Comprehensive Library for Natural Language
  Processing","['Jianing Wang', 'Nuo Chen', 'Qiushi Sun', 'Wenkang Huang', 'Chengyu Wang', 'Ming Gao']","In this paper, we introduce HugNLP, a unified and comprehensive library for
natural language processing (NLP) with the prevalent backend of HuggingFace
Transformers, which is designed for NLP researchers to easily utilize
off-the-shelf algorithms and develop novel methods with user-defined models and
tasks in real-world scenarios. HugNLP consists of a hierarchical structure
including models, processors and applications that unifies the learning process
of pre-trained language models (PLMs) on different NLP tasks. Additionally, we
present some featured NLP applications to show the effectiveness of HugNLP,
such as knowledge-enhanced PLMs, universal information extraction, low-resource
mining, and code understanding and generation, etc. The source code will be
released on GitHub (https://github.com/wjn1996/HugNLP).",2023-02-28T03:38:26Z,http://arxiv.org/pdf/2302.14286v1,['cs.CL']
